"Chr","bp","gene","cell_type","gene_name","gChr","gbp","cell_typeCode","bp_flat","gbp_flat"
"3",19018752,"11962","Root cap lateral","AT1G63340","1",23491882,"11",69122851,23491882
"3",19037300,"11256","Xylem pole pericycle","AT5G15380","5",4991347,"8",69141399,97106357
"3",19039273,"10521","Root cap early","AT3G54450","3",20158534,"10",69143372,70265658
"3",19039273,"8768","Non-hair cells","AT5G67200","5",26813725,"4",69143372,118928735
"3",19043120,"10597","Epidermis meristem","AT3G62150","3",23008755,"12",69147219,73115879
"3",19053533,"4974","Hair cells","AT3G51330","3",19053368,"2",69157632,69160492
"3",19055830,"4974","Hair cells","AT3G51330","3",19053368,"2",69159929,69160492
"3",19056472,"4974","Hair cells","AT3G51330","3",19053368,"2",69160571,69160492
"3",19056571,"4974","Hair cells","AT3G51330","3",19053368,"2",69160670,69160492
"3",19058824,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69162923,69591991
"3",19060630,"4974","Hair cells","AT3G51330","3",19053368,"2",69164729,69160492
"3",19061837,"4974","Hair cells","AT3G51330","3",19053368,"2",69165936,69160492
"3",19064978,"14603","Hair cells","AT1G07025","1",2157658,"2",69169077,2157658
"3",19066727,"12593","Cortex","AT5G15780","5",5144727,"1",69170826,97259737
"3",19081182,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69185281,69591991
"3",19102099,"12364","Non-hair cells","AT3G51490","3",19104885,"4",69206198,69212009
"3",19110966,"5801","Phloem pole pericycle","AT4G15400","4",8811928,"6",69215065,82378234
"3",19122945,"11012","Hair cells","AT4G32540","4",15700904,"2",69227044,89267210
"3",19132643,"4976","Hair cells","AT3G51580","3",19130768,"2",69236742,69237892
"3",1914273,"9397","Root cap lateral","AT1G64220","1",23833088,"11",52018372,23833088
"3",19143334,"9323","Root cap tip","AT1G55600","1",20774046,"9",69247433,20774046
"3",19144206,"14603","Hair cells","AT1G07025","1",2157658,"2",69248305,2157658
"3",19144206,"9238","Procambium","AT1G47920","1",17661095,"13",69248305,17661095
"3",19149057,"9323","Root cap tip","AT1G55600","1",20774046,"9",69253156,20774046
"3",19158389,"14603","Hair cells","AT1G07025","1",2157658,"2",69262488,2157658
"3",19158389,"9238","Procambium","AT1G47920","1",17661095,"13",69262488,17661095
"3",1915985,"9802","Phloem pole pericycle","AT2G23680","2",10066163,"6",52020084,40488221
"3",19162912,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69267011,69591991
"3",1916313,"1537","Root cap early","AT1G58410","1",21701185,"10",52020412,21701185
"3",1916313,"9397","Root cap lateral","AT1G64220","1",23833088,"11",52020412,23833088
"3",1916548,"9397","Root cap lateral","AT1G64220","1",23833088,"11",52020647,23833088
"3",1916582,"9397","Root cap lateral","AT1G64220","1",23833088,"11",52020681,23833088
"3",19166911,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",69271010,79239582
"3",19172976,"1437","Columella","AT1G54095","1",20192962,"3",69277075,20192962
"3",19174372,"1437","Columella","AT1G54095","1",20192962,"3",69278471,20192962
"3",19179498,"12195","Hair cells","AT2G46480","2",19076405,"2",69283597,49498463
"3",19206326,"3809","Xylem","AT3G05240","3",1493684,"7",69310425,51600808
"3",19231042,"10354","Xylem pole pericycle","AT3G26180","3",9578217,"8",69335141,59685341
"3",19231042,"9245","Non-hair cells","AT1G48698","1",18010729,"4",69335141,18010729
"3",19232772,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69336871,69591991
"3",19235713,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69339812,69591991
"3",19236798,"11039","Phloem and companion cells","AT4G35200","4",16749142,"14",69340897,90315448
"3",19237718,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69341817,69591991
"3",19238529,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69342628,69591991
"3",19243178,"1490","Root cap early","AT1G56150","1",21017385,"10",69347277,21017385
"3",19250978,"10004","Epidermis meristem","AT2G41610","2",17347157,"12",69355077,47769215
"3",19255128,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69359227,69591991
"3",19256639,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69360738,69591991
"3",19256895,"2844","Xylem pole pericycle","AT2G27300","2",11680417,"8",69360994,42102475
"3",19256948,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69361047,69591991
"3",19257392,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69361491,69591991
"3",19258978,"12046","Root cap early","AT2G03600","2",1096987,"10",69363077,31519045
"3",19258978,"14603","Hair cells","AT1G07025","1",2157658,"2",69363077,2157658
"3",19262584,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69366683,69591991
"3",19262652,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",69366751,79239582
"3",19263396,"12323","Non-hair cells","AT3G29340","3",11259587,"4",69367495,61366711
"3",19263592,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69367691,69591991
"3",19264995,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69369094,69591991
"3",19276044,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69380143,69591991
"3",19276172,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69380271,69591991
"3",19277846,"9660","Xylem","AT2G07213","2",2996582,"7",69381945,33418640
"3",19282688,"10133","Cortex","AT3G04220","3",1109118,"1",69386787,51216242
"3",19282688,"12982","Epidermis meristem","AT5G48740","5",19765195,"12",69386787,111880205
"3",19289189,"5549","Protoxylem","AT4G04020","4",1932144,"15",69393288,75498450
"3",19308890,"11096","Procambium","AT4G39650","4",18403560,"13",69412989,91969866
"3",1931343,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",52035442,69591991
"3",19314484,"1676","Endodermis","AT1G64080","1",23785021,"5",69418583,23785021
"3",1933012,"3518","Phloem pole pericycle","AT2G44910","2",18517887,"6",52037111,48939945
"3",19366690,"13375","Root cap early","AT3G60176","3",22240155,"10",69470789,72347279
"3",19394398,"1473","Root cap early","AT1G55610","1",20779874,"10",69498497,20779874
"3",19400804,"11130","Xylem","AT5G03310","5",799224,"7",69504903,92914234
"3",19405130,"5001","Phloem pole pericycle","AT3G52340","3",19407023,"6",69509229,69514147
"3",19405130,"5001","Xylem pole pericycle","AT3G52340","3",19407023,"8",69509229,69514147
"3",1940933,"10578","Cortex","AT3G60960","3",22535706,"1",52045032,72642830
"3",1940933,"651","Phloem and companion cells","AT1G18420","1",6343330,"14",52045032,6343330
"3",19412688,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69516787,69591991
"3",19413961,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69518060,69591991
"3",19418611,"9249","Xylem pole pericycle","AT1G49150","1",18178577,"8",69522710,18178577
"3",19435805,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69539904,69591991
"3",19442760,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69546859,69591991
"3",19442760,"15694","Xylem","AT1G55207","1",20595969,"7",69546859,20595969
"3",19443750,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69547849,69591991
"3",19445354,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69549453,69591991
"3",19461045,"12454","Root cap tip","AT4G17250","4",9670881,"9",69565144,83237187
"3",19461716,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69565815,69591991
"3",19462111,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69566210,69591991
"3",19463417,"12454","Root cap tip","AT4G17250","4",9670881,"9",69567516,83237187
"3",19465268,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",69569367,79239582
"3",19481213,"9249","Xylem pole pericycle","AT1G49150","1",18178577,"8",69585312,18178577
"3",19493015,"9424","Endodermis","AT1G66550","1",24828502,"5",69597114,24828502
"3",19497168,"5033","Xylem","AT3G53160","3",19702456,"7",69601267,69809580
"3",19498559,"4576","Protoxylem","AT3G25740","3",9397786,"15",69602658,59504910
"3",19498559,"9613","Xylem","AT2G02690","2",749919,"7",69602658,31171977
"3",19510429,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69614528,69591991
"3",19515772,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69619871,69591991
"3",19519176,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69623275,69591991
"3",19530213,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69634312,69656785
"3",19536337,"4698","Columella","AT3G29780","3",11671741,"3",69640436,61778865
"3",19538590,"5017","Endodermis","AT3G52750","3",19549661,"5",69642689,69656785
"3",19538590,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69642689,69656785
"3",19540021,"9577","Phloem pole pericycle","AT1G79620","1",29957562,"6",69644120,29957562
"3",19543809,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69647908,69591991
"3",19544963,"5017","Endodermis","AT3G52750","3",19549661,"5",69649062,69656785
"3",19544963,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69649062,69656785
"3",19546164,"5017","Endodermis","AT3G52750","3",19549661,"5",69650263,69656785
"3",19546164,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69650263,69656785
"3",19546930,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69651029,69656785
"3",19547742,"14622","Xylem pole pericycle","AT1G08165","1",2561627,"8",69651841,2561627
"3",1954802,"15602","Non-hair cells","AT2G29880","2",12742536,"4",52058901,43164594
"3",19548042,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69652141,69656785
"3",1954882,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",52058981,69591991
"3",19549150,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69653249,69591991
"3",19550200,"5017","Endodermis","AT3G52750","3",19549661,"5",69654299,69656785
"3",19550200,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69654299,69656785
"3",19551965,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69656064,69656785
"3",19553044,"5017","Endodermis","AT3G52750","3",19549661,"5",69657143,69656785
"3",19553044,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69657143,69656785
"3",19553044,"5017","Xylem pole pericycle","AT3G52750","3",19549661,"8",69657143,69656785
"3",19553362,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69657461,69591991
"3",19553768,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69657867,69656785
"3",19554498,"5017","Endodermis","AT3G52750","3",19549661,"5",69658597,69656785
"3",19554498,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69658597,69656785
"3",19556459,"486","Columella","AT1G13550","1",4636984,"3",69660558,4636984
"3",19556459,"9249","Xylem pole pericycle","AT1G49150","1",18178577,"8",69660558,18178577
"3",19560069,"11489","Root cap lateral","AT5G46730","5",18964012,"11",69664168,111079022
"3",19561386,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69665485,69591991
"3",19572964,"10460","Non-hair cells","AT3G48550","3",17993999,"4",69677063,68101123
"3",19572964,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69677063,69591991
"3",19579673,"9326","Procambium","AT1G56120","1",20987288,"13",69683772,20987288
"3",19583879,"12323","Non-hair cells","AT3G29340","3",11259587,"4",69687978,61366711
"3",19595829,"9091","Epidermis meristem","AT1G22090","1",7795708,"12",69699928,7795708
"3",19598535,"5023","Phloem pole pericycle","AT3G52870","3",19593173,"6",69702634,69700297
"3",19598535,"5023","Procambium","AT3G52870","3",19593173,"13",69702634,69700297
"3",19598535,"5023","Xylem pole pericycle","AT3G52870","3",19593173,"8",69702634,69700297
"3",19611136,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69715235,69656785
"3",19612651,"5017","Endodermis","AT3G52750","3",19549661,"5",69716750,69656785
"3",19614950,"5017","Endodermis","AT3G52750","3",19549661,"5",69719049,69656785
"3",19614950,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69719049,69656785
"3",19614950,"5017","Xylem pole pericycle","AT3G52750","3",19549661,"8",69719049,69656785
"3",19619007,"13687","Phloem pole pericycle","AT1G26540","1",9167589,"6",69723106,9167589
"3",19619083,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69723182,69591991
"3",19624675,"5025","Non-hair cells","AT3G52920","3",19624343,"4",69728774,69731467
"3",19624876,"5025","Non-hair cells","AT3G52920","3",19624343,"4",69728975,69731467
"3",19626172,"5025","Non-hair cells","AT3G52920","3",19624343,"4",69730271,69731467
"3",19626517,"5025","Non-hair cells","AT3G52920","3",19624343,"4",69730616,69731467
"3",19626780,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69730879,69591991
"3",19637569,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",69741668,79239582
"3",19637806,"12006","Xylem","AT1G72140","1",27141814,"7",69741905,27141814
"3",19651497,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69755596,69591991
"3",19651497,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",69755596,79239582
"3",19656356,"5017","Non-hair cells","AT3G52750","3",19549661,"4",69760455,69656785
"3",19657018,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69761117,69591991
"3",19663420,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",69767519,79239582
"3",19668073,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69772172,69591991
"3",19671108,"9238","Endodermis","AT1G47920","1",17661095,"5",69775207,17661095
"3",19673117,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69777216,69591991
"3",19674104,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69778203,69591991
"3",19675951,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69780050,69591991
"3",19688356,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69792455,69591991
"3",19688948,"5030","Epidermis meristem","AT3G53110","3",19687740,"12",69793047,69794864
"3",19688948,"5030","Root cap early","AT3G53110","3",19687740,"10",69793047,69794864
"3",19688948,"5030","Xylem pole pericycle","AT3G53110","3",19687740,"8",69793047,69794864
"3",19691360,"5030","Epidermis meristem","AT3G53110","3",19687740,"12",69795459,69794864
"3",19691360,"5030","Root cap early","AT3G53110","3",19687740,"10",69795459,69794864
"3",19691360,"5030","Xylem pole pericycle","AT3G53110","3",19687740,"8",69795459,69794864
"3",19694969,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69799068,69591991
"3",19699995,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69804094,69591991
"3",19705885,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69809984,69591991
"3",19710534,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69814633,69591991
"3",19710534,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",69814633,79239582
"3",19710828,"5033","Hair cells","AT3G53160","3",19702456,"2",69814927,69809580
"3",19721948,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69826047,69591991
"3",19727051,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69831150,69591991
"3",19727730,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69831829,69591991
"3",19727730,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",69831829,79239582
"3",19732540,"14993","Hair cells","AT2G39380","2",16447006,"2",69836639,46869064
"3",19737008,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69841107,69591991
"3",19755383,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69859482,69591991
"3",19755862,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69859961,69591991
"3",19756012,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69860111,69591991
"3",1975889,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",52079988,69591991
"3",19759148,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69863247,69591991
"3",19774326,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69878425,69591991
"3",19779932,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69884031,69591991
"3",19780484,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69884583,69591991
"3",19784624,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69888723,69591991
"3",1979512,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",52083611,69591991
"3",19796503,"10672","Xylem","AT4G04110","4",1972591,"7",69900602,75538897
"3",19796503,"13271","Non-hair cells","AT3G02940","3",661873,"4",69900602,50768997
"3",19797582,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69901681,69591991
"3",19804912,"10672","Xylem","AT4G04110","4",1972591,"7",69909011,75538897
"3",19804912,"13271","Non-hair cells","AT3G02940","3",661873,"4",69909011,50768997
"3",19808853,"12323","Non-hair cells","AT3G29340","3",11259587,"4",69912952,61366711
"3",19810571,"9249","Xylem pole pericycle","AT1G49150","1",18178577,"8",69914670,18178577
"3",19814475,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69918574,69591991
"3",19823972,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69928071,69591991
"3",19840517,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69944616,69591991
"3",19840686,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69944785,69591991
"3",19840749,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",69944848,69591991
